gp_id,go_annotations,go_term,go_definitions,Obsolete,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match
GO:0008074,8,"guanylate cyclase complex, soluble",Complex that possesses guanylate cyclase activity and is not bound to a membrane.|See also the molecular function term 'guanylate cyclase activity ; GO:0004383'.,FALSE,GO:1902494|GO:0005829,cellular_component,1,1,"guanylate cyclase complex, soluble",GO:0008021,0
GO:0016914,7,follicle-stimulating hormone complex,"A gonadotrophic glycoprotein hormone secreted, in mammals, by the anterior pituitary gland; consists of alpha and beta subunits, the latter of which confers hormonal specificity.",FALSE,GO:0061696,cellular_component,1,1,follicle-stimulating hormone complex,GO:0034694,0
GO:0034686,7,integrin alphav-beta8 complex,An integrin complex that comprises one alphav subunit and one beta8 subunit.,FALSE,GO:0008305,cellular_component,5,1,integrin alphav-beta8 complex,GO:0038149,0
GO:0035749,7,myelin sheath adaxonal region,The region of the myelin sheath nearest to the axon.,FALSE,GO:0043209|GO:0110165,cellular_component,2,1,no appropriate match,GO:0000000,0
GO:0032398,7,MHC class Ib protein complex,"A transmembrane protein complex composed of a MHC class Ib alpha chain and, in most cases, an invariant beta2-microglobin chain, and with or without a bound peptide or lipid antigen. Class Ib here refers to non-classical class I molecules, such as those of the CD1 or HLA-E gene families.",FALSE,GO:0042611,cellular_component,3,1,MHC class Ib protein complex,GO:0042616,0
GO:0043514,7,interleukin-12 complex,"A protein complex that is composed of an interleukin-12 alpha (p35, product of the IL12A gene) and an interleukin-12 beta subunit (p40, product of the IL12B gene) and is secreted into the extracellular space.|Note that this heterodimeric cytokine utilizes the IL-12p35 subunit as its alpha chain, which is also used by IL-35 as its alpha chain, and utilizes the IL-12p40 subunit as its beta chain, which is also used by IL-23 as its beta chain.",FALSE,GO:0005615|GO:0032991,cellular_component,0,1,interleukin-12 complex,GO:0070746,0
GO:0031905,7,early endosome lumen,The volume enclosed by the membrane of an early endosome.,FALSE,GO:0005769|GO:0031904,cellular_component,2,1,early endosome lumen,GO:0031904,0
GO:0097025,7,MPP7-DLG1-LIN7 complex,"A heterotrimeric protein complex formed by the association of MMP7, DLG1 and either LIN7A or LIN7C; regulates the stability and localization of DLG1 to cell junctions.",FALSE,GO:0098797|GO:0005912,cellular_component,2,1,MPP7-DLG1-LIN7 complex,GO:0032270,0
GO:0071753,6,IgM immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of the IgM isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and in its circulating form complexed with J chain in polymeric forms. An IgM immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph.|Note that an IgM immunoglobulin complex has the function of antigen binding if a suitable antigen is available.",FALSE,GO:0019814,cellular_component,0,1,IgM immunoglobulin complex,GO:0072560,0
GO:0043292,6,contractile muscle fiber,"Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle.",FALSE,GO:0005737|GO:0099512|GO:0043232,cellular_component,86,1,contractile fiber,GO:0043292,1
GO:0042106,6,gamma-delta T cell receptor complex,"A T cell receptor complex in which the TCR heterodimer comprises gamma and delta chains, associated with the CD3 complex; recognizes antigen directly, without a requirement for processing and presentation by an MHC protein.",FALSE,GO:0042101,cellular_component,1,1,gamma-delta T cell receptor complex,GO:0042105,0
GO:0098556,6,cytoplasmic side of rough endoplasmic reticulum membrane,The side (leaflet) of the rough endoplasmic reticulum membrane that faces the cytoplasm.,FALSE,GO:0098554|GO:0030867,cellular_component,2,1,cytoplasmic side of rough endoplasmic reticulum membrane,GO:0031362,0
GO:1990111,6,spermatoproteasome complex,"A proteasome specifically found in mammalian testis. Contains the proteasome activator PA200 in the regulatory particle, and beta1i, beta2i, beta5i and/or alpha4s in the core (20S) subunit. Beta1i, beta2i and beta5i are inducible catalytic subunits, closely related to beta1, beta2 and beta5. Alpha4s is a sperm-specific 20S subunit, but unlike other alternative 20S subunits alpha4s lies in the outer alpha-ring and lacks catalytic activity.",FALSE,GO:0000502,cellular_component,1,1,spermatoproteasome complex,GO:1990925,0
GO:0044613,6,nuclear pore central transport channel,"The central substructure of the nuclear pore complex (NPC), through which nucleocytoplasmic transport of RNAs, proteins and small molecules occurs. The central transport channel is filled with FG-nucleoporins, which form a selective barrier and provide a series of binding sites for transporter proteins. Characterized S. cerevisiae FG-nucleoporins include Nup159p, Nup145Np, Nup116p, Nup100p, Nsp1p, Nup57p, Nup49p, Nup42p, Nup53p, Nup59p/Asm4p, Nup60p and Nup1. Characterized vertebrate FG-nucleoporins include Nup214, Nup98, Nup62, Nup54, Nup58/45, NLP1, and Nup153.",FALSE,GO:0005643|GO:0140513,cellular_component,2,1,nuclear pore central transport channel,GO:0044613,1
GO:0000308,5,cytoplasmic cyclin-dependent protein kinase holoenzyme complex,Cyclin-dependent protein kinase (CDK) complex found in the cytoplasm.,FALSE,GO:0005737|GO:0000307,cellular_component,1,1,cyclin-dependent protein kinase holoenzyme complex,GO:0000307,0
GO:0034666,5,integrin alpha2-beta1 complex,An integrin complex that comprises one alpha2 subunit and one beta1 subunit.,FALSE,GO:0008305,cellular_component,1,1,integrin alpha2-beta1 complex,GO:0008304,0
GO:0072557,5,IPAF inflammasome complex,"An inflammasome complex that consists of three components, IPAF, NAIP and caspase-1, and includes among its functions the sensing of flagellin derived from Legionella pneumophila, Salmonella typhimurium, Pseudomonas aeruginosa and Shigella flexneri.",FALSE,GO:0061702,cellular_component,3,1,no appropriate match,GO:0000000,0
GO:0140738,5,NLRP6 inflammasome complex,"An inflammasome complex that consists of NLRP6, PYCARD/ASC and caspase-1 or caspase-4/caspase-11.",FALSE,GO:0061702,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0031515,5,tRNA (m1A) methyltransferase complex,"A protein complex involved in the catalysis of the formation of the modified nucleotide 1-methyladenosine (m1A) in tRNA. In yeast, it is a heterotetramer of two subunits, Gcd10p and Gcd14p, while in bacteria and archaea it is a homotetramer.",FALSE,GO:0043527,cellular_component,0,1,tRNA (m1A) methyltransferase complex,GO:1990422,0
GO:0002945,4,cyclin K-CDK13 complex,A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.,FALSE,GO:0000307,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:1904090,4,peptidase inhibitor complex,A protein complex which is capable of peptidase inhibitor activity.|An example of this is Cystatin-A in human (UniProt symbol P01040) in PMID:20860624 (inferred from physical interaction).,FALSE,GO:0032991,cellular_component,0,1,peptidase inhibitor complex,GO:0032991,0
GO:0034665,4,integrin alpha1-beta1 complex,An integrin complex that comprises one alpha1 subunit and one beta1 subunit.,FALSE,GO:0008305,cellular_component,1,1,integrin alpha1-beta1 complex,GO:0038024,0
GO:0034679,4,integrin alpha9-beta1 complex,An integrin complex that comprises one alpha9 subunit and one beta1 subunit.,FALSE,GO:0008305,cellular_component,1,1,integrin alpha9-beta1 complex,GO:0031702,0
GO:0044292,4,dendrite terminus,"A structure at the distal end of a dendrite adapted to carry out a specific function, e.g. dendriole.",FALSE,GO:0030425|GO:0110165,cellular_component,1,1,dendrite terminus,GO:0097458,0
GO:1990131,4,Gtr1-Gtr2 GTPase complex,"A heterodimer GTPase complex. In S. cerevisiae, this complex contains Gtr1p and Gtr2p proteins.",FALSE,GO:1905360,cellular_component,0,1,Gtr1-Gtr2 GTPase complex,GO:1990216,0
GO:0120001,3,apical plasma membrane urothelial plaque,"A scallop-shaped plaque, also referred to as an asymmetric unit membrane (AUM), found in the apical plasma membrane of urothelial superficial (umbrella) cells which form a a barrier to the passage of water and soluble toxic compounds found in urine. The plaques are thickened regions of membrane composed of uroplakin transmembrane proteins which form a crystalline array.",FALSE,GO:0005886|GO:0098590|GO:0016324,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0005873,3,plus-end kinesin complex,"Any complex that includes a dimer of molecules from the kinesin superfamily and any associated proteins, and moves towards the plus end of a microtubule.",FALSE,GO:0005871,cellular_component,1,1,plus-end kinesin complex,GO:0005871,0
GO:0043260,3,laminin-11 complex,"A laminin complex composed of alpha5, beta2 and gamma1 polypeptide chains.",FALSE,GO:0043256,cellular_component,4,1,laminin-11 complex,GO:0043251,0
GO:0098984,3,neuron to neuron synapse,A synapse in which pre and post-synaptic cells are neurons.,FALSE,GO:0045202,cellular_component,36,1,neuron to neuron synapse,GO:0098984,1
GO:0031004,3,potassium ion-transporting ATPase complex,"Protein complex that carries out the reaction: ATP + H2O + K+(out) = ADP + phosphate + K+(in). It is a high affinity potassium uptake system. The E. coli complex consists of 4 proteins: KdpA is the potassium ion translocase, KdpB is the ATPase, and KdpC and KdpF seem to be involved in assembly and stabilization of the complex.",FALSE,GO:0090533,cellular_component,0,1,potassium ion-transporting ATPase complex,GO:0015385,0
GO:0071752,3,secretory dimeric IgA immunoglobulin complex,A dimeric form of secretory IgA immunoglobulin complex.|Note that an IgA immunoglobulin complex has the function of antigen binding if a suitable antigen is available. Dimeric IgA is by far the most common form of polymeric IgA. In human only the IgA1 isotype is capable of a dimeric form.,FALSE,GO:0071750|GO:0071751,cellular_component,2,1,secretory dimeric IgA immunoglobulin complex,GO:0071759,0
GO:0005602,3,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",FALSE,GO:0032991|GO:0005576,cellular_component,7,1,complement component C1 complex,GO:0042570,0
GO:0005607,3,laminin-2 complex,"A laminin complex composed of alpha2, beta1 and gamma1 polypeptide chains.",FALSE,GO:0043256,cellular_component,0,1,laminin-2 complex,GO:0043251,0
GO:0035985,3,senescence-associated heterochromatin focus,A transcriptionally-silent heterochromatin structure present in senescent cells. Contains the condensed chromatin of one chromosome and is enriched for histone modifications. Thought to repress expression of proliferation-promoting genes.,FALSE,GO:0000792,cellular_component,2,1,no appropriate match,GO:0000000,0
GO:1990590,3,ATF1-ATF4 transcription factor complex,Transcription factor complex consisting of ATF1 and ATF4 subunits that is capable of binding to cAMP response element (CRE) (consensus: 5'-GTGACGT[AC][AG]-3') of the GRP78 (HSPA5) promoter. Involved in the ER stress response pathway.|An example of this is ATF1in human (P18846) in PMID:12871976 (inferred from physical interaction).,FALSE,GO:0090575,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0043614,3,multi-eIF complex,"A multifactor complex composed of multiple translation initiation factors and the initiatior tRNAiMet, which is ready to bind to the small (40S) ribosome to form the 43S preinitiation complex. In S. cerevisiae, this complex is composed of eIF1, eIF2, eIF3, and eIF5.",FALSE,GO:0005737|GO:1990904,cellular_component,1,1,no appropriate match,GO:0000000,0
GO:0032998,3,Fc-epsilon receptor I complex,A protein complex composed of an Fc-epsilon RI alpha chain and an Fc-epsilon RI gamma chain dimer with or without an Fc-episilon RI beta chain and additional signaling components. The complex functions primarily as an activating receptor for IgE.,FALSE,GO:0032997,cellular_component,1,1,Fc-epsilon receptor I complex,GO:0032998,1
GO:0030692,3,Noc4p-Nop14p complex,"A heterodimer associated with precursors of the eukaryotic small ribosomal subunit, including the 90S preribosome; involved in small subunit biogenesis.|Noc complexes exhibit a dynamic intranuclear location; consider also annotating to 'nucleolus ; GO:0005730' and/or 'nucleoplasm ; GO:0005654' and/or 'nuclear pore ; GO:0005643'. Note that the term name uses Saccharomyces gene product names because no other names have yet arisen for this complex; the term nevertheless can be used for analogous complexes in other eukaryotes, and the name can be changed if better wording is found.",FALSE,GO:0030689|GO:0030688|GO:0030686,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0032002,3,interleukin-28 receptor complex,A protein complex that binds interleukin-28 and interleukin-29. It is composed of an alpha and a beta receptor subunit (in human IFNLR1/IL28Ralpha & IL10RB) and either Interleukin-28 (IFNL2 or IFNL3) or Interleukin-29 (IFNL1).,FALSE,GO:0098802,cellular_component,1,1,interleukin-28 receptor complex,GO:0070496,0
GO:0120338,3,radial spoke head 3,The portion of the radial spoke 3 that is orthogonal to the elongated stalk and which projects towards the central pair of microtubules within the ciliary axoneme.,FALSE,GO:0120335|GO:0001535,cellular_component,0,1,radial spoke head 3,GO:0001534,0
GO:0097543,3,ciliary inversin compartment,"Proximal part of the ciliary shaft to which the inversin protein (also called Inv) specifically localizes. The inversin compartment appears to have a different protein composition than the rest of the cilium, although there is no structure that separates it form the distal part of the cilium.|Note that cilia and eukaryotic flagella are deemed to be equivalent.",FALSE,GO:0005929|GO:0110165,cellular_component,1,1,ciliary inversin compartment,GO:0097730,0
GO:0000839,3,Hrd1p ubiquitin ligase ERAD-L complex,"A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.",FALSE,GO:0000836,cellular_component,0,1,Hrd1p ubiquitin ligase ERAD-L complex,GO:0036501,0
GO:0036502,3,Derlin-1-VIMP complex,"A protein complex containing, in mammals, Derlin-1 and VCP-interacting membrane protein (VIMP). The complex links the p97/VCP-containing ATPase complex with Derlin-1 during translocation of protein substrates from the endoplasmic reticulum to the cytosol for degradation by the cytosolic proteasome.",FALSE,GO:0140534|GO:0098796|GO:0005789,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:1990971,3,EMILIN complex,Glycoprotein complex of the C1q/TNF superfamily found in the extracellular matrix (ECM) where it is an important component of the elastic fiber system. A homotrimer that will combine to form supramolecular EMILIN structures.|An example of this is EMILIN-1 in human (Q9Y6C2) in PMID:10821830 (inferred from direct assay).,FALSE,GO:0098637|GO:0062023,cellular_component,0,1,EMILIN complex,GO:0070369,0
GO:0044611,3,nuclear pore inner ring,"A subcomplex of the nuclear pore complex (NPC) that forms the inner rings of the core scaffold, a lattice-like structure that gives the NPC its shape and strength. In S. cerevisiae, the two inner rings are each composed of Nup192p, Nup188p, Nup170p and Nup157p. In vertebrates, the two inner rings are each composed of Nup205, Nup188 and Nup155. Components are arranged in 8-fold symmetrical 'spokes' around the central transport channel. A single 'spoke', can be isolated and is sometimes referred to as the Nup170 complex.",FALSE,GO:0005643|GO:0140513,cellular_component,1,1,nuclear pore inner ring,GO:0044613,0
GO:0036117,2,hyaluranon cable,"A cable structure, surrounding some cell types (e.g. proximal or bronchial tubular epithelial cells), and composed of hyaluranon (HA), a ubiquitous connective tissue glycosaminoglycan.",FALSE,GO:0005576|GO:0110165,cellular_component,1,1,no appropriate match,GO:0000000,0
GO:1903754,2,cortical microtubule plus-end,The plus-end of a cortical microtubule.,FALSE,GO:1904511|GO:0055028|GO:0035371,cellular_component,1,1,cortical microtubule plus-end,GO:0032216,0
GO:0016935,2,glycine-gated chloride channel complex,A protein complex that forms a transmembrane channel through which chloride ions may pass in response to glycine binding to the channel complex or one of its constituent parts.,FALSE,GO:0098797|GO:0034707,cellular_component,1,1,glycine-gated chloride channel complex,GO:1902710,0
GO:0034365,2,discoidal high-density lipoprotein particle,A newly formed high-density lipoprotein particle; consists of a phospholipid bilayer surrounded by two or more APOA1 molecules. The discoidal HDL particle is formed when lipid-free or lipid-poor APOA1 acquires phospholipids and unesterified cholesterol from either cell membranes or triglyceride-rich lipoproteins (undergoing lipolysis by lipoprotein lipase).,FALSE,GO:0034364,cellular_component,0,1,discoidal high-density lipoprotein particle,GO:0034363,0
GO:0097057,2,TRAF2-GSTP1 complex,"A protein complex comprising tumor necrosis factor (TNF) receptor-associated factor 2 (TRAF2) and glutathione S-transferase pi 1 (GSTP1). This complex is thought to disrupt the TNF signaling cascade, thus down-regulating inflammatory responses.",FALSE,GO:0032991,cellular_component,3,1,no appropriate match,GO:0000000,0
GO:0097138,2,BAD-BCL-2 complex,"A heterodimeric protein complex consisting of BAD and BCL-2, members of the Bcl-2 family of anti- and proapoptotic regulators.",FALSE,GO:0097136,cellular_component,1,1,no appropriate match,GO:0000000,0
GO:1990812,2,growth cone filopodium,"A thin, stiff protrusion extended by the leading edge of an axonal or dendritic growth cone.",FALSE,GO:0030175|GO:0043005|GO:0030426,cellular_component,0,1,growth cone filopodium,GO:0030426,0
GO:0070436,2,Grb2-EGFR complex,"A protein complex that contains the epidermal growth factor receptor (EGFR) and Grb2, and is involved in linking EGFR activation to the p21-Ras pathway.",FALSE,GO:0098797,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0005848,2,mRNA cleavage stimulating factor complex,A protein complex required for mRNA cleavage but not for poly(A) addition.,FALSE,GO:0005849,cellular_component,0,1,mRNA cleavage stimulation factor complex,GO:0072563,0
GO:0097229,2,sperm end piece,"The short tip of the sperm flagellum, adjacent to the sperm principal piece and furthest from the sperm head, which contains only the axoneme surrounded by the plasma membrane.",FALSE,GO:0036126|GO:0110165,cellular_component,1,1,sperm end piece,GO:0097225,0
GO:0010370,2,perinucleolar chromocenter,A chromocenter adjacent to the nucleolus.,FALSE,GO:0010369,cellular_component,1,1,no appropriate match,GO:0000000,0
GO:0070210,2,Rpd3L-Expanded complex,"A protein complex that contains a histone deacetylase and is part of the chromatin remodeling machinery. In Saccharomyces cerevisiae this complex contains the Rpd3p, Sin3p, Ume1p, Pho23p, Sap30p, Sds3p, Cti6p, Rxt2p, Rxt3p, Dep1p, Ume6p, Ash1p, Dot6p, Snt1, Sif2p, Set3p, Hos2p, Tos4p and Tod6p proteins.",FALSE,GO:0000785|GO:0000228|GO:0000118,cellular_component,3,1,no appropriate match,GO:0000000,0
GO:0005895,1,interleukin-5 receptor complex,"A protein complex that binds interleukin-3; comprises an alpha and a beta subunit. The alpha chain is specific to the interleukin-5 receptor, whereas the beta chain is shared with the receptors for granulocyte-macrophage colony-stimulating factor and interleukin-3.",FALSE,GO:0098802,cellular_component,0,1,interleukin-5 receptor complex,GO:0035373,0
GO:0009841,1,mitochondrial endopeptidase Clp complex,A Clp endopeptidase complex located in the mitochondrion.,FALSE,GO:0098798|GO:0005759|GO:0009368,cellular_component,0,1,mitochondrial endopeptidase Clp complex,GO:0031461,0
GO:0036026,1,protein C inhibitor-PLAT complex,A heterodimeric protein complex that contains protein C inhibitor (SERPINA5) and tissue-type plasminogen activator (PLAT); formation of the complex inhibits the serine protease activity of tissue-type plasminogen activator.,FALSE,GO:0097180,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0036029,1,protein C inhibitor-KLK3 complex,A heterodimeric protein complex that contains protein C inhibitor (SERPINA5) and prostate-specific antigen (KLK3); formation of the complex inhibits the serine protease activity of prostate-specific antigen.,FALSE,GO:0097180,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0099020,1,perinuclear endoplasmic reticulum lumen,The volume enclosed by the membranes of the perinuclear endoplasmic reticulum.,FALSE,GO:0031974|GO:0097038|GO:0005788,cellular_component,1,1,perinuclear endoplasmic reticulum lumen,GO:1990578,0
GO:0150014,1,apical distal dendrite,"Any dendrite in a dendritic tree that emerges near the apical pole of a neuron, and which is farthest away from the neuronal cell body (the soma).",FALSE,GO:0150002|GO:0097440,cellular_component,1,1,no appropriate match,GO:0000000,0
GO:1990664,1,Nkx-2.5 complex,"A transcription factor complex formed by two or more subunits of Nkx-2.5. Nkx-2.5 is an evolutionary conserved transcription factor important for the specification and differentiation of cardiomyocytes during heart development. It is also required for spleen development. It binds DNA either as a monomer, or a homodimer, or a heterodimer complex to activate or inhibit expression of genes.|An example of this is Nkx-2.5 in human (UniProt symbol P52952) in PMID:22849347 (inferred from direct assay).",FALSE,GO:0090575,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:1990675,1,Golgi medial cisterna membrane,"The lipid bilayer surrounding any of the thin, flattened compartments that form the medial portion of the Golgi complex.",FALSE,GO:0005797|GO:0032580,cellular_component,0,1,Golgi medial cisterna membrane,GO:0032580,0
GO:0031477,1,myosin VII complex,"A myosin complex containing a dimer of class VII myosin heavy chains and associated light chains. Myosin VII (240 kDa) is predicted to be a dimeric molecule with 5 IQ motifs and a tail region with a short stretch of coiled coil followed by two myosin-tail homology (MyTH4) domains, two talin-binding (FERM) domains and an SH3-domain.",FALSE,GO:0016461,cellular_component,0,1,myosin VII complex,GO:0031002,0
GO:1905720,1,cytoplasmic microtubule bundle,Any microtubule bundle that is part of a cytoplasm.,FALSE,GO:0097427|GO:0005737,cellular_component,0,1,cytoplasmic microtubule bundle,GO:1990752,0
GO:0031595,1,nuclear proteasome complex,A proteasome found in the nucleus of a cell.,FALSE,GO:0031981|GO:0000502|GO:0140513,cellular_component,2,1,nuclear proteasome complex,GO:0031595,1
GO:0034423,1,autophagosome lumen,"The volume enclosed within the autophagosome double-membrane.|Note that this term should be used for annotating gene products with caution: it should be used only to annotate gene products demonstrated to reside and function normally in the autophagic vacuole lumen, not for molecules that are temporarily found in the lumen prior to degradation.",FALSE,GO:0005776|GO:0005775,cellular_component,1,1,autophagosome lumen,GO:0061908,0
GO:0120330,1,rixosome complex,"A conserved RNA endonuclease complex required for spreading and epigenetic inheritance of heterochromatin. The rixosome contains six unique subunits: three structural subunits (Crb3, Rix1, and Ipi1) which form the core of the complex, and three catalytic subunits (the endonuclease Las1, the polynucleotide kinase Grc3, and the AAA-type ATPase Mdn1), which are involved in the processing of ribosomal RNA precursors. All subunits are essential for viability and are conserved from yeast to mammals, including humans.",FALSE,GO:1902555,cellular_component,0,1,no appropriate match,GO:0000000,0
GO:0071261,1,Ssh1 translocon complex,"A translocon complex that contains a core heterotrimer of alpha, beta and gamma subunits, and may contain additional proteins (translocon-associated proteins or TRAPs); in budding yeast the core proteins are Ssh1p, Sbh2p, and Sss1p. The Ssh1 translocon complex is involved in the cotranslational pathway of protein transport across the ER membrane, and recognizes proteins bearing strongly hydrophobic signal sequences.",FALSE,GO:0071256,cellular_component,0,1,Ssh1 translocon complex,GO:0031205,0
GO:0097541,1,axonemal basal plate,Part of the axoneme consisting of a highly electron-dense region at the distal end of the ciliary transition zone within the axonemal lumen at which the axonemal central pair of microtubules is connected to the rest of the axonemal structure.,FALSE,GO:0005930|GO:0110165,cellular_component,1,1,axonemal basal plate,GO:0036159,0
GO:0055120,1,striated muscle dense body,"A vinculin-containing myofibril attachment structure of striated muscle that connects sarcomeres to the extracellular matrix. In nematode body wall muscle, the dense body performs the dual role of Z-disk and costamere.",FALSE,GO:0110165|GO:0043292,cellular_component,2,1,striated muscle dense body,GO:0030017,0
GO:0005786,2757,"signal recognition particle, endoplasmic reticulum targeting","A ribonucleoprotein particle of 325 kDa composed of a 7S (300 nucleotide) RNA molecule and a complex of six different polypeptides. This binds both to the N-terminal signal peptide for proteins destined for the endoplasmic reticulum as they emerge from the large ribosomal subunit and also to the ribosome. This binding arrests further translation thereby preventing the proteins from being released into the cytosol. The SRP-ribosome complex then diffuses to the endoplasmic reticulum where it is bound to the signal recognition particle receptor, which allows resumption of protein synthesis and facilitates the passage of the growing polypeptide chain through the translocon. Through a process involving GTP hydrolysis, the SRP-SRP receptor complex dissociates and SRP returns to the cytosol. Of the six polypeptides of SRP the 54 kDa subunit (SRP54) is the central player. It contains an N-terminal GTPase domain and a C-terminal domain that binds directly to the signal peptide and the SRP RNA. Examples of this component are found in Mus musculus, Saccharomyces cerevisiae and Arabidopsis thaliana.",FALSE,GO:0048500,cellular_component,6,0,"signal recognition particle, endoplasmic reticulum targeting",GO:0048500,0
GO:0048471,824,perinuclear region of cytoplasm,"Cytoplasm situated near, or occurring around, the nucleus.|Note that this term should not be confused with the cellular component term 'nuclear membrane lumen ; GO:0005641', which has the synonym 'perinuclear space'.",FALSE,GO:0005737|GO:0110165,cellular_component,77,0,perinuclear region of cytoplasm,GO:0048471,1
GO:0012507,212,ER to Golgi transport vesicle membrane,The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi.,FALSE,GO:0030134|GO:0030662|GO:0030658,cellular_component,29,0,ER to Golgi transport vesicle membrane,GO:0030660,0
GO:0035861,188,site of double-strand break,A region of a chromosome at which a DNA double-strand break has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix.,FALSE,GO:0090734,cellular_component,7,0,site of double-strand break,GO:0035861,1
GO:0098553,181,lumenal side of endoplasmic reticulum membrane,The side (leaflet) of the plasma membrane that faces the lumen.,FALSE,GO:0005789|GO:0098576,cellular_component,9,0,lumenal side of endoplasmic reticulum membrane,GO:0098553,1
GO:0009898,124,cytoplasmic side of plasma membrane,The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface.,FALSE,GO:0005886|GO:0098562,cellular_component,20,0,cytoplasmic side of plasma membrane,GO:0009898,1
GO:0098552,105,side of membrane,A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface.,FALSE,GO:0016020|GO:0110165,cellular_component,51,0,membrane region,GO:0098589,0
GO:0071005,57,U2-type precatalytic spliceosome,"A spliceosomal complex that is formed by the recruitment of the preassembled U4/U6.U5 tri-snRNP to the prespliceosome. Although all 5 snRNPs are present, the precatalytic spliceosome is catalytically inactive. The precatalytic spliceosome includes many proteins in addition to those found in the U1, U2 and U4/U6.U5 snRNPs.",FALSE,GO:0071011|GO:0005684,cellular_component,7,0,U2-type precatalytic spliceosome,GO:0071011,0
GO:0098686,48,hippocampal mossy fiber to CA3 synapse,"One of the giant synapses that form between the mossy fiber axons of dentate gyrus granule cells and the large complex spines of CA3 pyramidal cells. It consists of a giant bouton known as the mossy fiber expansion, synapsed to the complex, multiheaded spine (thorny excresence) of a CA3 pyramidal cell.",FALSE,GO:0045202|GO:0098984,cellular_component,0,0,hippocampal mossy fiber to CA3 synapse,GO:0098684,0
GO:0048188,41,Set1C/COMPASS complex,"A conserved protein complex that catalyzes methylation of histone H3. In Saccharomyces the complex contains Shg1p, Sdc1p, Swd1p, Swd2p, Swd3p, Spp1p, Bre2p, and the trithorax-related Set1p; in mammals it contains the catalytic subunit (SETD1A or SETD1B), WDR5, WDR82, RBBP5, ASH2L/ASH2, CXXC1/CFP1, HCFC1 and DPY30.",FALSE,GO:0035097,cellular_component,4,0,Set1C/COMPASS complex,GO:0035097,0
GO:0070822,40,Sin3-type complex,"Any of a number of evolutionarily conserved histone deacetylase complexes (HDACs) containing a core consisting of a paired amphipathic helix motif protein (e.g. Sin3p in S. cerevisiae, Pst1 in S. pombe or Sin3A in mammals) at least one class I histone deacetylase (e.g. Rpd3p in S. cerevisiae, Clr6 in S. pombe, or HDAC1 and HDAC2 in mammals), and at least one WD40 repeat protein (e.g. Ume1p in S. cerevisiae, Prw1 in S. pombe, or RbAp46 and RbAp48 in mammals). These complexes also contain a variable number of other proteins that direct histone binding, DNA binding, or add other functionality to the complex.",FALSE,GO:0000785|GO:0000228|GO:0000118,cellular_component,3,0,Sin3-type complex,GO:0070820,0
GO:0005689,39,U12-type spliceosomal complex,"Any spliceosomal complex that forms during the splicing of a messenger RNA primary transcript to excise an intron; the series of U12-type spliceosomal complexes is involved in the splicing of the majority of introns that contain atypical AT-AC terminal dinucleotides, as well as other non-canonical introns. The entire splice site signal, not just the terminal dinucleotides, is involved in determining which spliceosome utilizes the site.",FALSE,GO:0005681,cellular_component,9,0,U12-type spliceosomal complex,GO:0071013,0
GO:0031588,38,nucleotide-activated protein kinase complex,A protein complex that possesses nucleotide-dependent protein kinase activity. The nucleotide can be AMP (in S. pombe and human) or ADP (in S. cerevisiae).,FALSE,GO:0140535|GO:1902911,cellular_component,3,0,no appropriate match,GO:0000000,0
