hpo_id,hpo_term,hpo_parent,hpo_term_pmc,hpo_annotations,hpo_id_pmc,normalized_term,normalized_id,hpo_match
HP:0100156,Triangular epiphysis of the middle phalanx of the 3rd toe,HP:0100065|HP:0100092,37,0,1,Triangular epiphysis of the middle phalanx of the 3rd toe,HP:0010295,0
HP:0010295,Aplasia/Hypoplasia of the tongue,HP:0030809,37,9,0,Aplasia/Hypoplasia of the tongue,HP:0010295,1
HP:0034153,Anti-cytosolic-5-nucleotidase-1A antibody positivity,HP:0030057,37,2,0,no appropriate match,HP:0000000,0
HP:6000246,Elevated CSF D-2-hydroxyglutaric acid concentration,HP:0500183,37,2,0,Increased CSF D-2-hydroxyglutaric acid,HP:0031968,0
HP:0006524,Tracheobronchial leiomyomatosis,HP:0100552,37,2,0,no appropriate match,HP:0000000,0
HP:0034085,Anti-PM-Scl100 antibody positivity,HP:0033560,37,1,0,Anti-PM/Scl antibody positivity,HP:0030057,0
HP:0034105,Anti-transcription intermediary factor-1gamma antibody positivity,HP:0030057,37,1,0,no appropriate match,HP:0000000,0
HP:0100068,Cone-shaped epiphyses of the 4th toe,HP:0010164|HP:0010335,37,1,0,Cone-shaped epiphysis of the 4th toe,HP:0010055,0
HP:0006179,Pseudoepiphyses of second metacarpal,HP:0010220|HP:0009193,37,1,0,Pseudoepiphyses of the metacarpals,HP:0004249,0
HP:0009515,Cone-shaped epiphysis of the middle phalanx of the 2nd finger,HP:0010259|HP:0009500|HP:0009490,37,0,0,Cone-shaped epiphysis of the middle phalanx of the 2nd finger,HP:0009816,0
HP:6000721,Decreased circulating pancreatic isoamylase activity,HP:0012379,37,0,0,Decreased serum amylase,HP:0003232,0
HP:0032780,Focal impaired awareness autonomic seizure with erection,HP:0032764|HP:0032755,37,0,0,Focal impaired awareness autonomic seizure,HP:0020219,0
HP:0033487,Glomerular basement membranes powdery deposit,HP:0033486,37,0,0,no appropriate match,HP:0000000,0
HP:0009303,Osteolytic defects of the distal phalanx of the 4th finger,HP:0009839|HP:0009282|HP:0004195,37,0,0,Osteolytic defects of the phalanges of the hand,HP:0009772,0
HP:0100460,Osteolytic defects of the distal phalanx of the 5th toe,HP:0010387,37,0,0,Osteolytic defects of the phalanges of the toes,HP:0009762,0
HP:0010399,Osteolytic defects of the proximal phalanx of the 2nd toe,HP:0010351|HP:0010358,37,0,0,Osteolytic defects of the phalanges of the toes,HP:0009654,0
HP:0009406,Patchy sclerosis of 4th finger phalanx,HP:0100920|HP:0009772,37,0,0,Patchy sclerosis of the phalanges,HP:0009733,0
HP:0100463,Patchy sclerosis of the middle phalanx of the 5th toe,HP:0010199|HP:0010388|HP:0100938,37,0,0,no appropriate match,HP:0000000,0
HP:0011963,Pretesticular azoospermia,HP:0000027,37,0,0,Azoospermia,HP:0000027,0
HP:6000081,Reduced alpha-aminoadipic semialdehyde synthase activity in cultured fibroblasts,HP:4000195,37,0,0,no appropriate match,HP:0000000,0
HP:0034686,Reduced hepatic urocanase activity,HP:0034685,37,0,0,no appropriate match,HP:0000000,0
HP:0100132,Triangular epiphysis of the proximal phalanx of the 2nd toe,HP:0100054|HP:0100090,37,0,0,Triangular epiphysis of the proximal phalanx of the 2nd toe,HP:0010230,0
HP:0009898,Underdeveloped crus of the helix,HP:0009895,36,0,4,Underdeveloped helix,HP:0008562,0
HP:0030200,Fatiguable weakness of proximal limb muscles,HP:0030197,36,11,1,Proximal muscle weakness,HP:0003701,0
HP:0003939,Humeroulnar synostosis,HP:0100745|HP:0003938,36,0,1,Humeroradial synostosis,HP:0003041,0
HP:0100457,Osteolytic defects of the proximal phalanx of the 5th toe,HP:0010387,36,0,1,Osteolytic defects of the phalanges of the toes,HP:0009762,0
HP:0002335,Agenesis of cerebellar vermis,HP:0006817,36,30,0,Agenesis of the cerebellar vermis,HP:0007363,0
HP:0009918,Ectopia pupillae,HP:0000615,36,25,0,Ectopic pupil,HP:0011503,0
HP:0009118,Aplasia/Hypoplasia of the mandible,HP:0009116|HP:0000277,36,7,0,Aplasia/Hypoplasia of the mandible,HP:0009118,1
HP:0034100,Anti-phosphatidyl serine antibody positivity,HP:0030057,36,2,0,Anti-phosphatidylserine antibody positivity,HP:0030057,0
HP:0030814,Orange discolored tonsils,HP:0100765,36,1,0,no appropriate match,HP:0000000,0
HP:0020198,Abnormal circulating 18-hydroxycorticosterone level,HP:0012112,36,0,0,Abnormal circulating 18-hydroxycorticosterone level,HP:0032360,0
HP:3000011,Abnormality of palatoglossus muscle,HP:0040174|HP:0430014,36,0,0,no appropriate match,HP:0000000,0
HP:0430081,Anti-Bartonella henselae antibody positivity,HP:0430061,36,0,0,no appropriate match,HP:0000000,0
HP:6000497,Anti-factor XI antibody positivity,HP:6000351,36,0,0,no appropriate match,HP:0000000,0
HP:0011041,Aplasia/Hypoplasia of the cervical spine,HP:0046508|HP:0008518,36,0,0,Aplasia/Hypoplasia of the cervical spine,HP:0008493,0
HP:0010115,Cone-shaped epiphyses of the hallux,HP:0010164|HP:0010056,36,0,0,Cone-shaped epiphyses of the hallux,HP:0010055,0
HP:0009337,Cone-shaped epiphysis of the distal phalanx of the 3rd finger,HP:0010248|HP:0009412|HP:0009332,36,0,0,Cone-shaped epiphysis of the distal phalanx of the hand,HP:0009800,0
HP:0011183,EEG with hyperventilation-induced focal epileptiform discharges,HP:0010858,36,0,0,no appropriate match,HP:0000000,0
HP:0011184,EEG with hyperventilation-induced generalized epileptiform discharges,HP:0010858,36,0,0,EEG with generalized epileptiform discharges,HP:0011198,0
HP:6001014,Hiker's feet,HP:0007556,36,0,0,no appropriate match,HP:0000000,0
HP:0410248,Increased anti-house dust mite IgE antibody level,HP:0410223,36,0,0,Increased IgE level,HP:0012450,0
HP:0009307,Patchy sclerosis of the middle phalanx of the 4th finger,HP:0100906|HP:0009848|HP:0009406|HP:0009283,36,0,0,no appropriate match,HP:0000000,0
HP:0009313,Patchy sclerosis of the proximal phalanx of the 4th finger,HP:0100910|HP:0009856|HP:0009406|HP:0009284,36,0,0,Patchy sclerosis of the proximal phalanx of the 4th finger,HP:0000000,0
HP:0032935,Posterior crocodile shagreen of the cornea,HP:0007881,36,0,0,Corneal posterior crocodile shagreen,HP:0032220,0
HP:0100167,Triangular epiphysis of the proximal phalanx of the 3rd toe,HP:0100065|HP:0100093,36,0,0,Triangular epiphysis of the phalanges of the hand,HP:0010230,0
HP:0003952,Sclerotic foci of metaphyses of the elbow,HP:0003949|HP:0003854,35,1,4,Abnormal metaphyseal sclerosis,HP:0100242,0
HP:0033572,Anti-H1 antibody positivity,HP:0033558,35,0,1,no appropriate match,HP:0000000,0
HP:0010471,Oligosacchariduria,HP:0031979,35,13,0,Oligosacchariduria,HP:0003645,0
HP:0010910,Hypervalinemia,HP:0010914,35,5,0,no appropriate match,HP:0000000,0
HP:0012904,Cold-sensitive myotonia,HP:0002486,35,2,0,Cold-induced myotonia,HP:0003405,0
HP:0010644,Midnasal stenosis,HP:0010641,35,2,0,Nasal stenosis,HP:0000452,0
HP:0030676,Satyr ear,HP:0000377,35,2,0,no appropriate match,HP:0000000,0
HP:6000465,Elevated urine mesaconic acid level,HP:0003215,35,1,0,Increased urine mesaconic acid,HP:0010915,0
HP:0008838,Stippled calcification proximal humeral epiphyses,HP:0003901,35,1,0,Stippling of the epiphyses,HP:0006712,0
HP:6000903,Anti-mumps antibody positivity,HP:0430059,35,0,0,no appropriate match,HP:0000000,0
HP:0430079,Anti-mycoplasma antibody positivity,HP:0430061,35,0,0,no appropriate match,HP:0000000,0
HP:0010462,Aplasia/Hypoplasia of the ovary,HP:0031065,35,0,0,Ovarian hypoplasia/aplasia,HP:0008719,0
HP:0031809,Archibald's sign,HP:0005916,35,0,0,White forelock,HP:0002211,0
HP:0025692,Atelencephaly,HP:0007364,35,0,0,no appropriate match,HP:0000000,0
HP:0009348,Cone-shaped epiphysis of the proximal phalanx of the 3rd finger,HP:0010270|HP:0009412|HP:0009333,35,0,0,Cone-shaped epiphysis of the phalanges of the hand,HP:0010230,0
HP:6000370,Ductus venosus agenesis with extrahepatic drainage and liver bypass,HP:0034196,35,0,0,no appropriate match,HP:0000000,0
HP:0033440,Elevated circulating octenoylcarnitine concentration,HP:0035017,35,0,0,Elevated circulating octenoylcarnitine concentration,HP:0010968,0
HP:0034650,Elevated urine suberylglycine level,HP:0031980,35,0,0,Elevated urine suberylglycine,HP:0010914,0
HP:0030309,Flared distal fibular metaphysis,HP:0030307,35,0,0,Abnormality of the metaphysis,HP:0000944,0
HP:0032779,Focal impaired awareness autonomic seizure with pupillary dilation/constriction,HP:0032763|HP:0032755,35,0,0,Focal autonomic seizure,HP:0011152,0
HP:0041198,Fractured proximal epiphysis of middle phalanx of manual digit 3,HP:0041209|HP:0009325,35,0,0,no appropriate match,HP:0000000,0
HP:0009492,Fragmentation of the epiphyses of the 2nd finger,HP:0010232|HP:0006263,35,0,0,Epiphyseal fragmentation,HP:0006329,0
HP:0009339,Fragmentation of the epiphysis of the distal phalanx of the 3rd finger,HP:0010250|HP:0009414|HP:0009332,35,0,0,no appropriate match,HP:0000000,0
HP:0009350,Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger,HP:0010272|HP:0009414|HP:0009333,35,0,0,no appropriate match,HP:0000000,0
HP:0003929,Ground glass opacity of humeral diaphysis,HP:0003926,35,0,0,no appropriate match,HP:0000000,0
HP:0040258,Hypoplastic nasopharyngeal adenoids,HP:0040256|HP:0040260,35,0,0,no appropriate match,HP:0000000,0
HP:0100459,Osteolytic defects of the distal phalanx of the 4th toe,HP:0010375,35,0,0,Osteolytic defects of the phalanges of the toes,HP:0009772,0
HP:0009572,Osteolytic defects of the middle phalanx of the 2nd finger,HP:0009847|HP:0009550|HP:0009543,35,0,0,Osteolytic defects of the phalanges of the hand,HP:0009762,0
HP:0009304,Patchy sclerosis of the distal phalanx of the 4th finger,HP:0100902|HP:0009840|HP:0009406|HP:0009282,35,0,0,no appropriate match,HP:0000000,0
HP:0100675,Vaginal pyocele,HP:0000045,35,0,0,no appropriate match,HP:0000000,0
HP:0007360,Aplasia/Hypoplasia of the cerebellum,HP:0002977|HP:0001317,34,56,5,Aplasia/Hypoplasia of the cerebellum,HP:0007360,1
HP:0034328,Fibro-obliterative bile-duct lesion,HP:0011040,34,1,1,Fibrosing cholangitis,HP:0001407,0
HP:0005665,Massively thickened long bone cortices,HP:0000935,34,1,1,Thickened long bone cortices,HP:0000935,0
HP:0010300,Abnormally low-pitched voice,HP:5200005,34,6,0,Deep voice,HP:0001608,0
HP:0001340,Enhancement of the C-reflex,HP:0007377,34,4,0,no appropriate match,HP:0000000,0
HP:0007469,Palmoplantar cutis gyrata,HP:0100872|HP:0040211|HP:0007477,34,3,0,Palmoplantar keratoderma,HP:0000982,0
HP:0002055,Curved linear dimple below the lower lip,HP:0000178,34,2,0,no appropriate match,HP:0000000,0
HP:0011245,Abnormality of superior crus of antihelix,HP:0009738,34,1,0,Abnormality of the superior crus of the antihelix,HP:0008551,0
HP:0034706,Reduced hepatic D-glycerate kinase activity,HP:0034685,34,1,0,no appropriate match,HP:0000000,0
HP:0040120,Abnormality of the reflex of the tensor tympani muscle,HP:0004454,34,0,0,Abnormality of the tensor tympani reflex,HP:0031700,0
HP:0030869,Anorchism,HP:0000035,34,0,0,Anorchia,HP:0000032,0
HP:4000023,Anti-laminin gamma1 antibody positivity,HP:4000024,34,0,0,no appropriate match,HP:0000000,0
HP:0006494,Aplasia/Hypoplasia involving bones of the feet,HP:0006493|HP:0001760,34,0,0,Aplasia/Hypoplasia involving bones of the feet,HP:0008369,0
HP:0100148,Cone-shaped epiphysis of the middle phalanx of the 3rd toe,HP:0100057|HP:0100092,34,0,0,Cone-shaped epiphysis of the middle phalanx of the 3rd toe,HP:0010297,0
HP:0100215,Cone-shaped epiphysis of the middle phalanx of the 5th toe,HP:0100079|HP:0100098,34,0,0,Cone-shaped epiphysis of the 5th toe,HP:0010297,0
HP:0009155,Cone-shaped epiphysis of the proximal phalanx of the 5th finger,HP:0010270|HP:0009384|HP:0009153,34,0,0,Cone-shaped epiphysis of the 5th finger,HP:0004094,0
HP:0011256,Crus of helix connected to antihelix,HP:0009895,34,0,0,no appropriate match,HP:0000000,0
HP:0032399,Dysgyria with normal cortical thickness,HP:0032398,34,0,0,Abnormal cortical gyration,HP:0002536,0
HP:0033156,Elevated urine L-alloisoleucine level,HP:0033097,34,0,0,Elevated urine L-alloisoleucine,HP:0010900,0
HP:0032883,Focal aware cognitive seizure with deja vu/jamais vu,HP:0032681|HP:0012004,34,0,0,Focal aware cognitive seizure,HP:0025283,0
HP:0009397,Fragmentation of the epiphyses of the 4th finger,HP:0010232|HP:0009174,34,0,0,Fragmentation of the epiphyses,HP:0006368,0
HP:0009325,Fragmentation of the epiphysis of the middle phalanx of the 3rd finger,HP:0010261|HP:0009414|HP:0009334,34,0,0,no appropriate match,HP:0000000,0
HP:0020209,Hot water-induced seizure,HP:0020207,34,0,0,Febrile seizure,HP:0002373,0
HP:0034944,Irregularly shaped keratohyaline granules,HP:0033806,34,0,0,no appropriate match,HP:0000000,0
HP:0010408,Osteolytic defects of the middle phalanx of the 2nd toe,HP:0010357|HP:0010351,34,0,0,Osteolytic defects of the phalanges of the toes,HP:0009772,0
HP:0100454,Osteolytic defects of the middle phalanx of the 5th toe,HP:0010387,34,0,0,Osteolytic defects of the phalanges of the toes,HP:0009772,0
HP:0100456,Osteolytic defects of the proximal phalanx of the 4th toe,HP:0010375,34,0,0,Osteolytic defects of the phalanges of the toes,HP:0009762,0
HP:0031167,Triggered by ingestion of potassium-rich food,HP:0033793,34,0,0,no appropriate match,HP:0000000,0
HP:0008053,Aplasia/Hypoplasia of the iris,HP:0008062|HP:0008055|HP:0000525,33,10,4,Aplasia/Hypoplasia of the iris,HP:0007701,0
HP:0006346,Screwdriver-shaped incisors,HP:0011063,33,1,2,Hutchinson teeth,HP:0006480,0
HP:0100745,Abnormality of the humeroulnar joint,HP:0009811,33,3,1,Abnormality of the elbow joint,HP:0009811,0
HP:0034256,Absent dermoepidermal hemidesmosomes,HP:0032449,33,0,1,Absent hemidesmosomes,HP:0004792,0
HP:0006495,Aplasia/Hypoplasia of the ulna,HP:0040071|HP:0006503,33,15,0,Aplasia/Hypoplasia of the ulna,HP:0003984,0
HP:0034087,Anti-U11/U12 RNP antibody positivity,HP:0030057,33,1,0,no appropriate match,HP:0000000,0
HP:0100811,Aplasia/Hypoplasia of the colon,HP:0005245|HP:0002250,33,1,0,Aplasia/Hypoplasia of the colon,HP:0004933,0
HP:0410227,Increased anti-food allergen IgE antibody level,HP:0032336,33,1,0,Increased IgE level,HP:0011228,0
HP:0032823,Neonatal electro-clinical seizure with behavior arrest,HP:0032812,33,1,0,Neonatal seizures,HP:0001279,0
HP:0007238,Nonarteriosclerotic cerebral calcification,HP:0002514,33,1,0,Fahr disease,HP:0002143,0
HP:0100453,Osteolytic defects of the middle phalanx of the 4th toe,HP:0010375,33,1,0,Osteolytic defects of the phalanges of the toes,HP:0009772,0
HP:0034014,Tubulonodular pericallosal lipoma,HP:0006931,33,1,0,Pericallosal lipoma,HP:0012032,0
HP:0012485,Abnormal surface-connected open canalicular system,HP:0011875,33,0,0,no appropriate match,HP:0000000,0
HP:0034020,Anti-HLA-A IgG1 antibody positivity,HP:0034019,33,0,0,no appropriate match,HP:0000000,0
HP:0009504,Cone-shaped epiphysis of the distal phalanx of the 2nd finger,HP:0010248|HP:0009499|HP:0009490,33,0,0,Cone-shaped epiphysis of the distal phalanx of the 2nd finger,HP:0009800,0
HP:0009216,Cone-shaped epiphysis of the middle phalanx of the 4th finger,HP:0010259|HP:0009395|HP:0009247,33,0,0,Cone-shaped epiphysis of the middle phalanx of the 4th finger,HP:0009218,0
HP:5200239,Consonant expressive impediment,HP:5200237,33,0,0,Speech articulation difficulties,HP:0002465,0
HP:0032899,Focal orofacial automatism seizure,HP:0032898,33,0,0,Focal emotional seizure with orofacial automatisms,HP:0020219,0
HP:0009386,Fragmentation of the epiphyses of the 5th finger,HP:0010232|HP:0009152,33,0,0,no appropriate match,HP:0000000,0
HP:0010261,Fragmentation of the epiphyses of the middle phalanges of the hand,HP:0010232|HP:0010244,33,0,0,Epiphyseal fragmentation,HP:0006329,0
HP:0009207,Fragmentation of the epiphysis of the middle phalanx of the 5th finger,HP:0010261|HP:0009386|HP:0004224,33,0,0,no appropriate match,HP:0000000,0
HP:0009202,Fragmentation of the epiphysis of the proximal phalanx of the 5th finger,HP:0010272|HP:0009386|HP:0009153,33,0,0,no appropriate match,HP:0000000,0
HP:0025026,H-type rectovestibular fistula,HP:0025025,33,0,0,Rectovestibular fistula,HP:0000052,0
HP:0032834,Neonatal seizure with unilateral automatism,HP:0032829,33,0,0,Neonatal seizures,HP:0001279,0
HP:6000368,Sonographic renal salt and pepper pattern,HP:0033130,33,0,0,no appropriate match,HP:0000000,0
HP:0032981,Absent bronchoalveolar dimeric surfactant-protein B,HP:0032975,32,1,5,no appropriate match,HP:0000000,0
HP:0032075,Splenopancreatic fusion,HP:0025408|HP:0012090,32,1,1,no appropriate match,HP:0000000,0
HP:0006498,Aplasia/Hypoplasia of the patella,HP:0006493|HP:0003045,32,13,0,Aplasia/Hypoplasia of the patella,HP:0006498,1
HP:0003607,4-hydroxyphenylacetic aciduria,HP:0040156,32,4,0,4-hydroxyphenylacetic aciduria,HP:0010924,0
HP:0034298,Elevated circulating hexacosanoic acid concentration,HP:0010966,32,2,0,no appropriate match,HP:0000000,0
HP:0004461,Congenital earlobe sinuses,HP:0000363,32,1,0,Preauricular pit,HP:0004467,0
HP:6000479,Elevated urine N-acetyltyrosine level,HP:0033090,32,1,0,no appropriate match,HP:0000000,0
HP:0500134,Hypertryptophanemia,HP:0004365,32,1,0,no appropriate match,HP:0000000,0
HP:6000994,Lack of pupillary response to hydroxyamphetamine,HP:0007686,32,1,0,no appropriate match,HP:0000000,0
HP:0034635,Muscle fiber granulofilamentous inclusion bodies,HP:0100299,32,1,0,Inclusion body myopathy,HP:0003808,0
HP:0033395,Antilactoferrin antibody positivity,HP:0030057,32,0,0,Antilactoferrin antibody positivity,HP:0030057,0
HP:0011226,Aplasia/Hypoplasia of the eyelid,HP:0000492,32,0,0,Eyelid aplasia,HP:0007720,0
HP:0033872,Cortical peritubular capillary lumen cholesterol emboli,HP:0033863,32,0,0,no appropriate match,HP:0000000,0
HP:0034594,Elevated circulating dihydrothymine concentration,HP:0004353,32,0,0,no appropriate match,HP:0000000,0
HP:0032917,Focal aware sexual automatism seizure,HP:0032910|HP:0032905,32,0,0,Focal aware seizure,HP:0020218,0
HP:0100139,Fragmentation of the epiphysis of the distal phalanx of the 3rd toe,HP:0100059|HP:0100091,32,0,0,no appropriate match,HP:0000000,0
HP:0009166,Fragmentation of the epiphysis of the distal phalanx of the 5th finger,HP:0010250|HP:0009386|HP:0009198,32,0,0,no appropriate match,HP:0000000,0
HP:0100228,Fragmentation of the epiphysis of the proximal phalanx of the 5th toe,HP:0100081|HP:0100099,32,0,0,no appropriate match,HP:0000000,0
HP:0034244,Gastric pseudomass,HP:0034207,32,0,0,no appropriate match,HP:0000000,0
HP:0025588,Hypodeviation,HP:0000486,32,0,0,no appropriate match,HP:0000000,0
HP:0009443,Osteolytic defects of the phalanges of the 3rd finger,HP:0009771|HP:0009316,32,0,0,Osteolytic defects of the phalanges,HP:0009772,0
HP:0010376,Patchy sclerosis of 4th toe phalanx,HP:0010336|HP:0100928|HP:0010178,32,0,0,no appropriate match,HP:0000000,0
HP:0100468,Patchy sclerosis of the distal phalanx of the 4th toe,HP:0010376|HP:0010190|HP:0100941,32,0,0,no appropriate match,HP:0000000,0
HP:0100465,Patchy sclerosis of the proximal phalanx of the 4th toe,HP:0010376|HP:0010208|HP:0100933,32,0,0,no appropriate match,HP:0000000,0
HP:0010169,Pseudoepiphyses of the toes,HP:0010160|HP:0010584,32,0,0,Pseudoepiphyses of the phalanges of the toes,HP:0006237,0
HP:0030819,Ski jump nail,HP:0025755,32,0,0,Koilonychia,HP:0001592,0
HP:0100204,Cone-shaped epiphysis of the distal phalanx of the 5th toe,HP:0100079|HP:0100097,31,0,2,Cone-shaped epiphysis of the distal phalanx of the 5th toe,HP:0010230,0
HP:0004018,Flared radial metaphysis,HP:0004015|HP:0003849,31,1,1,Abnormality of the radial metaphysis,HP:0003014,0
HP:0006492,Aplasia/Hypoplasia of the fibula,HP:0006493|HP:0002991,31,11,0,Fibular aplasia/hypoplasia,HP:0002990,0
HP:0007058,Generalized cerebral atrophy/hypoplasia,HP:0002059,31,3,0,Generalized cerebral atrophy,HP:0002052,0
HP:0012629,Phakodonesis,HP:0000517,31,3,0,Lens dislocation,HP:0000510,0
HP:0033803,Sub-lamina densa cleavage,HP:0033804,31,3,0,no appropriate match,HP:0000000,0
HP:0009781,Lester's sign,HP:0001100,31,2,0,no appropriate match,HP:0000000,0
HP:0012609,Hypomagnesiuria,HP:0012607,31,1,0,Hypomagnesiuria,HP:0010938,0
HP:0006514,Intraalveolar nodular calcifications,HP:0033137|HP:0010766,31,1,0,no appropriate match,HP:0000000,0
HP:0007889,Iridescent posterior subcapsular cataract,HP:0007787,31,1,0,Posterior subcapsular cataract,HP:0010696,0
HP:3000028,Abnormality of depressor anguli oris muscle,HP:0430019,31,0,0,no appropriate match,HP:0000000,0
HP:5000035,Anti-TRIM46 antibody,HP:0030057,31,0,0,no appropriate match,HP:0000000,0
HP:0033079,Aplasia/Hypoplasia of the thyroid gland,HP:0011772,31,0,0,Aplasia/Hypoplasia of the thyroid gland,HP:0011785,0
HP:0012314,Bouchard's node,HP:0006247,31,0,0,Bouchard's nodes,HP:0100885,0
HP:0100113,Cone-shaped epiphysis of the middle phalanx of the 2nd toe,HP:0100046|HP:0100089,31,0,0,Cone-shaped epiphysis of the middle phalanx of the 2nd toe,HP:0010297,0
HP:0100159,Cone-shaped epiphysis of the proximal phalanx of the 3rd toe,HP:0100057|HP:0100093,31,0,0,Cone-shaped epiphysis of the phalanges of the toes,HP:0010230,0
HP:0033960,Cortical radial artery intimal mucoid edema,HP:0033888,31,0,0,no appropriate match,HP:0000000,0
HP:0410195,Decreased circulating UDP glucose-4-epimerase concentration,HP:0410193,31,0,0,no appropriate match,HP:0000000,0
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0430143,31,0,0,Elevated circulating dodecenoylcarnitine concentration,HP:0010966,0
HP:6000392,Elevated urinary methylmalonylcarnitine level,HP:0500170,31,0,0,Elevated urinary methylmalonylcarnitine,HP:0012369,0
HP:0004990,Epiphyseal streaking,HP:0005930,31,0,0,no appropriate match,HP:0000000,0
HP:0100206,Fragmentation of the epiphysis of the distal phalanx of the 5th toe,HP:0100081|HP:0100097,31,0,0,no appropriate match,HP:0000000,0
HP:0009218,Fragmentation of the epiphysis of the middle phalanx of the 4th finger,HP:0010261|HP:0009397|HP:0009247,31,0,0,no appropriate match,HP:0000000,0
HP:0100161,Fragmentation of the epiphysis of the proximal phalanx of the 3rd toe,HP:0100059|HP:0100093,31,0,0,no appropriate match,HP:0000000,0
HP:0025558,Lamellar cataract with riders,HP:0007971,31,0,0,Lamellar cataract,HP:0010690,0
HP:0033871,Medullary peritubular capillary lumen organized thrombi,HP:0033868,31,0,0,no appropriate match,HP:0000000,0
HP:0008035,Retinitis pigmentosa inversa,HP:0000546,30,1,5,Retinitis pigmentosa inversa,HP:0007731,0
HP:0005597,Congenital alopecia totalis,HP:0007418,30,3,1,Alopecia totalis,HP:0007416,0
HP:0007831,Nonprogressive restrictive external ophthalmoplegia,HP:0000544,30,3,1,External ophthalmoplegia,HP:0000545,0
HP:0007812,Herpetiform corneal ulceration,HP:0012804,30,2,1,Corneal ulcer,HP:0000551,0
HP:0006112,Expanded phalanges with widened medullary cavities,HP:0009768,30,1,1,Widened medullary cavities of phalanges,HP:0005930,0
HP:0009526,Cone-shaped epiphysis of the proximal phalanx of the 2nd finger,HP:0010270|HP:0009501|HP:0009490,30,0,1,Cone-shaped epiphysis of the phalanges of the hand,HP:0010230,0
HP:0009254,Fragmentation of the epiphysis of the distal phalanx of the 4th finger,HP:0010250|HP:0009397|HP:0009249,30,0,1,no appropriate match,HP:0000000,0
HP:0011739,Dexamethasone-suppressible primary hyperaldosteronism,HP:0011736,30,4,0,no appropriate match,HP:0000000,0
HP:0030210,Anti-muscle-specific tyrosine kinase antibody,HP:0030057,30,2,0,no appropriate match,HP:0000000,0
HP:0011026,Aplasia/Hypoplasia of the vagina,HP:0000142,30,2,0,Vaginal atresia,HP:0000148,0
HP:0012277,Hypoglycinemia,HP:0010895,30,2,0,no appropriate match,HP:0000000,0
HP:0034064,Anti-salivary protein antibody positivity,HP:0030057,30,1,0,Anti-salivary gland antibody positivity,HP:0030057,0
HP:0034471,Increased fecal coproporphyrin III:coproporphyrin I ratio,HP:0031685,30,1,0,no appropriate match,HP:0000000,0
HP:0100298,Motheaten muscle fibers,HP:0004303,30,1,0,no appropriate match,HP:0000000,0
HP:5000023,Anti-Ma1 antibody positivity,HP:5000021,30,0,0,no appropriate match,HP:0000000,0
HP:0011237,Broad inferior crus of antihelix,HP:0011243,30,0,0,no appropriate match,HP:0000000,0
HP:0009252,Cone-shaped epiphysis of the distal phalanx of the 4th finger,HP:0010248|HP:0009395|HP:0009249,30,0,0,Cone-shaped epiphysis of the distal phalanx of the 4th finger,HP:0010297,0
HP:0100173,Fragmentation of the epiphysis of the distal phalanx of the 4th toe,HP:0100070|HP:0100094,30,0,0,no appropriate match,HP:0000000,0
HP:0100217,Fragmentation of the epiphysis of the middle phalanx of the 5th toe,HP:0100081|HP:0100098,30,0,0,no appropriate match,HP:0000000,0
HP:0009265,Fragmentation of the epiphysis of the proximal phalanx of the 4th finger,HP:0010272|HP:0009397|HP:0009248,30,0,0,no appropriate match,HP:0000000,0
HP:0100195,Fragmentation of the epiphysis of the proximal phalanx of the 4th toe,HP:0100070|HP:0100096,30,0,0,no appropriate match,HP:0000000,0
HP:0031129,Impaired phorbol myristate acetate-induced platelet aggregation,HP:0003540,30,0,0,no appropriate match,HP:0000000,0
HP:0004195,Osteolytic defects of the phalanges of the 4th finger,HP:0009771|HP:0009172,30,0,0,Osteolytic defects of the phalanges of the hand,HP:0009772,0
HP:0100462,Patchy sclerosis of the middle phalanx of the 4th toe,HP:0010376|HP:0010199|HP:0100937,30,0,0,no appropriate match,HP:0000000,0
HP:0009814,Upper limb peromelia,HP:0009828|HP:0006496,29,1,3,Upper limb amelia,HP:0009824,0
HP:0007585,Skin fragility with non-scarring blistering,HP:0001030,29,6,2,Skin fragility,HP:0001030,0
HP:0007515,Hypoplastic pilosebaceous units,HP:0008065,29,2,1,Hypoplastic pilosebaceous units,HP:0000000,0
HP:0034136,Anti-neurofascin 186 antibody positivity,HP:0030057,29,1,1,no appropriate match,HP:0000000,0
HP:0009820,Lower limb peromelia,HP:0009828|HP:0006494,29,1,1,Peromelia,HP:0009826,0
HP:0009263,Cone-shaped epiphysis of the proximal phalanx of the 4th finger,HP:0010270|HP:0009395|HP:0009248,29,0,1,Cone-shaped epiphysis of the 4th finger,HP:0009271,0
HP:0009506,Fragmentation of the epiphysis of the distal phalanx of the 2nd finger,HP:0010250|HP:0009499|HP:0009492,29,0,1,no appropriate match,HP:0000000,0
HP:0010363,Osteolytic defects of the phalanges of the 3rd toe,HP:0010330|HP:0010177,29,0,1,Osteolytic defects of the phalanges,HP:0009737,0
HP:0004216,Osteolytic defects of the phalanges of the 5th finger,HP:0009771|HP:0004213,29,0,1,Osteolytic defects of the phalanges of the 5th finger,HP:0009772,0
HP:0032449,Abnormal dermoepidermal hemidesmosome morphology,HP:0031538,29,3,0,Abnormality of the dermoepidermal junction,HP:0001009,0
